LineId,Content,EventId,EventTemplate,Dataset
1574,Got assigned task 56,E276,Got assigned task <*>,Spark
1575,Running task 1.0 in stage 1.0 (TID 56),E282,Running task <*> in stage <*> (TID <*>),Spark
1576,Found block rdd_2_1 locally,E275,Found block rdd_<*> locally,Spark
1577,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1578,Running task 1.0 in stage 2.0 (TID 101),E282,Running task <*> in stage <*> (TID <*>),Spark
1579,"Times: total = 39, boot = -159, init = 198, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1580,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1581,Running task 1.0 in stage 3.0 (TID 136),E282,Running task <*> in stage <*> (TID <*>),Spark
1582,Running task 4.0 in stage 3.0 (TID 159),E282,Running task <*> in stage <*> (TID <*>),Spark
1583,Found block rdd_2_2 locally,E275,Found block rdd_<*> locally,Spark
1584,Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1585,Got assigned task 171,E276,Got assigned task <*>,Spark
1586,Got assigned task 198,E276,Got assigned task <*>,Spark
1587,Found block rdd_6_0 locally,E275,Found block rdd_<*> locally,Spark
1588,"Times: total = 40, boot = -78, init = 117, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1589,Got assigned task 273,E276,Got assigned task <*>,Spark
1590,Running task 2.0 in stage 6.0 (TID 273),E282,Running task <*> in stage <*> (TID <*>),Spark
1591,Found block rdd_2_0 locally,E275,Found block rdd_<*> locally,Spark
1592,Got assigned task 299,E276,Got assigned task <*>,Spark
1593,Running task 1.0 in stage 7.0 (TID 299),E282,Running task <*> in stage <*> (TID <*>),Spark
1594,"Block broadcast_16_piece0 stored as bytes in memory (estimated size 5.6 KB, free 422.1 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1595,"Times: total = 38, boot = 17, init = 21, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1596,"Times: total = 40, boot = 19, init = 21, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1597,Finished task 3.0 in stage 7.0 (TID 318). 2667 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1598,Finished task 4.0 in stage 7.0 (TID 319). 2667 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1599,Running task 2.0 in stage 8.0 (TID 349),E282,Running task <*> in stage <*> (TID <*>),Spark
1600,Running task 4.0 in stage 8.0 (TID 359),E282,Running task <*> in stage <*> (TID <*>),Spark
1601,"Block broadcast_17_piece0 stored as bytes in memory (estimated size 5.7 KB, free 438.5 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1602,Found block rdd_11_0 locally,E275,Found block rdd_<*> locally,Spark
1603,Found block rdd_11_1 locally,E275,Found block rdd_<*> locally,Spark
1604,"Times: total = 41, boot = -104, init = 144, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1605,Got assigned task 374,E276,Got assigned task <*>,Spark
1606,Got assigned task 398,E276,Got assigned task <*>,Spark
1607,"Times: total = 40, boot = -75, init = 114, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1608,Running task 2.0 in stage 10.0 (TID 430),E282,Running task <*> in stage <*> (TID <*>),Spark
1609,Found block rdd_2_4 locally,E275,Found block rdd_<*> locally,Spark
1610,"Times: total = 41, boot = -115, init = 155, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1611,Finished task 1.0 in stage 10.0 (TID 416). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1612,Got assigned task 475,E276,Got assigned task <*>,Spark
1613,Started reading broadcast variable 20,E284,Started reading broadcast variable <*>,Spark
1614,"Partition rdd_16_2 not found, computing it",E279,"Partition rdd_<*> not found, computing it",Spark
1615,"Times: total = 40, boot = -95, init = 135, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1616,"Times: total = 42, boot = -95, init = 137, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1617,Started reading broadcast variable 21,E284,Started reading broadcast variable <*>,Spark
1618,Got assigned task 519,E276,Got assigned task <*>,Spark
1619,Running task 4.0 in stage 12.0 (TID 519),E282,Running task <*> in stage <*> (TID <*>),Spark
1620,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1621,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1622,"Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1623,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",E271,"Block <*> stored as values in memory (estimated size <*>, free <*>)",Spark
1624,Found block rdd_2_2 locally,E275,Found block rdd_<*> locally,Spark
1625,Got assigned task 598,E276,Got assigned task <*>,Spark
1626,Running task 3.0 in stage 14.0 (TID 598),E282,Running task <*> in stage <*> (TID <*>),Spark
1627,Found block rdd_2_3 locally,E275,Found block rdd_<*> locally,Spark
1628,"Partition rdd_21_4 not found, computing it",E279,"Partition rdd_<*> not found, computing it",Spark
1629,Found block rdd_2_3 locally,E275,Found block rdd_<*> locally,Spark
1630,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1631,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1632,Started reading broadcast variable 25,E284,Started reading broadcast variable <*>,Spark
1633,"Times: total = 39, boot = -104, init = 143, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1634,"Times: total = 39, boot = -106, init = 145, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1635,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1636,Running task 1.0 in stage 17.0 (TID 706),E282,Running task <*> in stage <*> (TID <*>),Spark
1637,Got assigned task 718,E276,Got assigned task <*>,Spark
1638,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)",E271,"Block <*> stored as values in memory (estimated size <*>, free <*>)",Spark
1639,Running task 3.0 in stage 18.0 (TID 758),E282,Running task <*> in stage <*> (TID <*>),Spark
1640,"Times: total = 38, boot = -77, init = 115, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1641,"Times: total = 42, boot = -74, init = 115, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1642,Running task 2.0 in stage 19.0 (TID 789),E282,Running task <*> in stage <*> (TID <*>),Spark
1643,Running task 4.0 in stage 19.0 (TID 799),E282,Running task <*> in stage <*> (TID <*>),Spark
1644,Reading broadcast variable 28 took 9 ms,E280,Reading broadcast variable <*> took <*> ms,Spark
1645,"Partition rdd_26_1 not found, computing it",E279,"Partition rdd_<*> not found, computing it",Spark
1646,Found block rdd_2_0 locally,E275,Found block rdd_<*> locally,Spark
1647,"Times: total = 40, boot = 20, init = 20, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1648,Running task 1.0 in stage 20.0 (TID 821),E282,Running task <*> in stage <*> (TID <*>),Spark
1649,"Block broadcast_29_piece0 stored as bytes in memory (estimated size 5.7 KB, free 379.5 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1650,Running task 1.0 in stage 21.0 (TID 867),E282,Running task <*> in stage <*> (TID <*>),Spark
1651,"Times: total = 39, boot = -59, init = 98, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1652,Finished task 0.0 in stage 21.0 (TID 853). 2348 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1653,Running task 1.0 in stage 22.0 (TID 900),E282,Running task <*> in stage <*> (TID <*>),Spark
1654,Running task 2.0 in stage 22.0 (TID 912),E282,Running task <*> in stage <*> (TID <*>),Spark
1655,Running task 4.0 in stage 22.0 (TID 919),E282,Running task <*> in stage <*> (TID <*>),Spark
1656,Finished task 0.0 in stage 22.0 (TID 886). 2667 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1657,Got assigned task 940,E276,Got assigned task <*>,Spark
1658,Started reading broadcast variable 32,E284,Started reading broadcast variable <*>,Spark
1659,Got assigned task 970,E276,Got assigned task <*>,Spark
1660,Running task 0.0 in stage 24.0 (TID 970),E282,Running task <*> in stage <*> (TID <*>),Spark
1661,Got assigned task 1026,E276,Got assigned task <*>,Spark
1662,Found block rdd_6_0 locally,E275,Found block rdd_<*> locally,Spark
1663,Saved output of task 'attempt_201706092018_0024_m_000004_1026' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000004,E283,Saved output of task 'attempt_<*>' to hdfs://<*>,Spark
1664,attempt_201706092018_0024_m_000002_998: Committed,E269,attempt_<*>: Committed,Spark
1665,Running task 40.0 in stage 24.0 (TID 1125),E282,Running task <*> in stage <*> (TID <*>),Spark
1666,Found block rdd_11_1 locally,E275,Found block rdd_<*> locally,Spark
1667,"Times: total = 38, boot = -390, init = 428, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1668,Got assigned task 1135,E276,Got assigned task <*>,Spark
1669,File Output Committer Algorithm version is 1,E273,File Output Committer Algorithm version is <*>,Spark
1670,File Output Committer Algorithm version is 1,E273,File Output Committer Algorithm version is <*>,Spark
1671,Saved output of task 'attempt_201706092018_0024_m_000082_1137' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000082,E283,Saved output of task 'attempt_<*>' to hdfs://<*>,Spark
1672,Got assigned task 1146,E276,Got assigned task <*>,Spark
1673,Got assigned task 1147,E276,Got assigned task <*>,Spark
1674,Found block rdd_21_4 locally,E275,Found block rdd_<*> locally,Spark
1675,File Output Committer Algorithm version is 1,E273,File Output Committer Algorithm version is <*>,Spark
1676,File Output Committer Algorithm version is 1,E273,File Output Committer Algorithm version is <*>,Spark
1677,Saved output of task 'attempt_201706092018_0024_m_000123_1150' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000123,E283,Saved output of task 'attempt_<*>' to hdfs://<*>,Spark
1678,Got assigned task 1156,E276,Got assigned task <*>,Spark
1679,Got assigned task 1157,E276,Got assigned task <*>,Spark
1680,Got assigned task 1158,E276,Got assigned task <*>,Spark
1681,Found block rdd_26_0 locally,E275,Found block rdd_<*> locally,Spark
1682,"Times: total = 38, boot = -45, init = 83, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1683,Running task 0.0 in stage 25.0 (TID 1166),E282,Running task <*> in stage <*> (TID <*>),Spark
1684,Running task 1.0 in stage 25.0 (TID 1180),E282,Running task <*> in stage <*> (TID <*>),Spark
1685,Running task 2.0 in stage 25.0 (TID 1194),E282,Running task <*> in stage <*> (TID <*>),Spark
1686,"Block broadcast_34_piece0 stored as bytes in memory (estimated size 28.8 KB, free 515.7 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1687,Reading broadcast variable 34 took 9 ms,E280,Reading broadcast variable <*> took <*> ms,Spark
1688,Found block rdd_30_2 locally,E275,Found block rdd_<*> locally,Spark
1689,"Times: total = 39, boot = -700, init = 739, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1690,Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003,E283,Saved output of task 'attempt_<*>' to hdfs://<*>,Spark
1691,Running task 1.0 in stage 26.0 (TID 1201),E282,Running task <*> in stage <*> (TID <*>),Spark
1692,Reading broadcast variable 36 took 11 ms,E280,Reading broadcast variable <*> took <*> ms,Spark
1693,"Times: total = 42, boot = 23, init = 19, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1694,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292,E277,Input split: hdfs://<*>,Spark
1695,"Block rdd_42_5 stored as bytes in memory (estimated size 930.0 B, free 809.3 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1696,"Times: total = 58, boot = 7, init = 46, finish = 5",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1697,Finished task 6.0 in stage 26.0 (TID 1206). 2697 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1698,"Partition rdd_42_14 not found, computing it",E279,"Partition rdd_<*> not found, computing it",Spark
1699,Finished task 10.0 in stage 26.0 (TID 1210). 2703 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1700,Got assigned task 1216,E276,Got assigned task <*>,Spark
1701,Finished task 12.0 in stage 26.0 (TID 1212). 2703 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1702,Running task 19.0 in stage 26.0 (TID 1219),E282,Running task <*> in stage <*> (TID <*>),Spark
1703,Running task 20.0 in stage 26.0 (TID 1220),E282,Running task <*> in stage <*> (TID <*>),Spark
1704,Finished task 17.0 in stage 26.0 (TID 1217). 2701 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1705,"Block rdd_42_20 stored as bytes in memory (estimated size 917.0 B, free 821.7 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1706,Finished task 22.0 in stage 26.0 (TID 1222). 2703 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1707,"Times: total = 41, boot = 16, init = 25, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1708,Running task 32.0 in stage 26.0 (TID 1232),E282,Running task <*> in stage <*> (TID <*>),Spark
1709,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:240636+7292,E277,Input split: hdfs://<*>,Spark
1710,"Block rdd_42_32 stored as bytes in memory (estimated size 993.0 B, free 832.1 KB)",E270,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
1711,"Partition rdd_42_35 not found, computing it",E279,"Partition rdd_<*> not found, computing it",Spark
1712,Running task 36.0 in stage 26.0 (TID 1236),E282,Running task <*> in stage <*> (TID <*>),Spark
1713,Running task 38.0 in stage 26.0 (TID 1238),E282,Running task <*> in stage <*> (TID <*>),Spark
1714,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:277096+7292,E277,Input split: hdfs://<*>,Spark
1715,"Partition rdd_42_39 not found, computing it",E279,"Partition rdd_<*> not found, computing it",Spark
1716,"Times: total = 53, boot = 12, init = 36, finish = 5",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1717,Found block rdd_42_3 locally,E275,Found block rdd_<*> locally,Spark
1718,Running task 5.0 in stage 27.0 (TID 1245),E282,Running task <*> in stage <*> (TID <*>),Spark
1719,Found block rdd_42_5 locally,E275,Found block rdd_<*> locally,Spark
1720,Found block rdd_42_7 locally,E275,Found block rdd_<*> locally,Spark
1721,Finished task 6.0 in stage 27.0 (TID 1246). 2220 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1722,Found block rdd_42_10 locally,E275,Found block rdd_<*> locally,Spark
1723,Finished task 10.0 in stage 27.0 (TID 1250). 2667 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1724,"Times: total = 41, boot = 11, init = 29, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1725,Found block rdd_42_16 locally,E275,Found block rdd_<*> locally,Spark
1726,Found block rdd_42_17 locally,E275,Found block rdd_<*> locally,Spark
1727,Running task 25.0 in stage 27.0 (TID 1265),E282,Running task <*> in stage <*> (TID <*>),Spark
1728,Running task 26.0 in stage 27.0 (TID 1266),E282,Running task <*> in stage <*> (TID <*>),Spark
1729,Found block rdd_42_26 locally,E275,Found block rdd_<*> locally,Spark
1730,Running task 28.0 in stage 27.0 (TID 1268),E282,Running task <*> in stage <*> (TID <*>),Spark
1731,Running task 33.0 in stage 27.0 (TID 1273),E282,Running task <*> in stage <*> (TID <*>),Spark
1732,Found block rdd_42_30 locally,E275,Found block rdd_<*> locally,Spark
1733,Got assigned task 1274,E276,Got assigned task <*>,Spark
1734,Running task 38.0 in stage 27.0 (TID 1278),E282,Running task <*> in stage <*> (TID <*>),Spark
1735,Finished task 36.0 in stage 27.0 (TID 1276). 2673 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1736,Got assigned task 1280,E276,Got assigned task <*>,Spark
1737,Running task 1.0 in stage 28.0 (TID 1281),E282,Running task <*> in stage <*> (TID <*>),Spark
1738,"Block broadcast_39 stored as values in memory (estimated size 9.2 KB, free 868.3 KB)",E271,"Block <*> stored as values in memory (estimated size <*>, free <*>)",Spark
1739,Found block rdd_42_3 locally,E275,Found block rdd_<*> locally,Spark
1740,"Times: total = 49, boot = -793, init = 841, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1741,Running task 10.0 in stage 28.0 (TID 1290),E282,Running task <*> in stage <*> (TID <*>),Spark
1742,Running task 16.0 in stage 28.0 (TID 1296),E282,Running task <*> in stage <*> (TID <*>),Spark
1743,"Times: total = 41, boot = 12, init = 28, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1744,Finished task 14.0 in stage 28.0 (TID 1294). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1745,Running task 19.0 in stage 28.0 (TID 1299),E282,Running task <*> in stage <*> (TID <*>),Spark
1746,"Times: total = 40, boot = 20, init = 20, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1747,Finished task 15.0 in stage 28.0 (TID 1295). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1748,Running task 20.0 in stage 28.0 (TID 1300),E282,Running task <*> in stage <*> (TID <*>),Spark
1749,Found block rdd_42_20 locally,E275,Found block rdd_<*> locally,Spark
1750,Finished task 22.0 in stage 28.0 (TID 1302). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1751,Finished task 24.0 in stage 28.0 (TID 1304). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1752,"Times: total = 43, boot = 15, init = 27, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1753,Finished task 23.0 in stage 28.0 (TID 1303). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1754,Got assigned task 1309,E276,Got assigned task <*>,Spark
1755,Finished task 27.0 in stage 28.0 (TID 1307). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1756,Running task 34.0 in stage 28.0 (TID 1314),E282,Running task <*> in stage <*> (TID <*>),Spark
1757,"Times: total = 40, boot = 18, init = 22, finish = 0",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1758,Finished task 32.0 in stage 28.0 (TID 1312). 2087 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1759,Got assigned task 1318,E276,Got assigned task <*>,Spark
1760,Got assigned task 1319,E276,Got assigned task <*>,Spark
1761,Running task 39.0 in stage 28.0 (TID 1319),E282,Running task <*> in stage <*> (TID <*>),Spark
1762,Found block rdd_42_39 locally,E275,Found block rdd_<*> locally,Spark
1763,Started reading broadcast variable 40,E284,Started reading broadcast variable <*>,Spark
1764,Finished task 2.0 in stage 29.0 (TID 1322). 2128 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1765,Got assigned task 1326,E276,Got assigned task <*>,Spark
1766,"Times: total = 39, boot = 18, init = 20, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1767,"Times: total = 43, boot = 25, init = 17, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1768,Got assigned task 1330,E276,Got assigned task <*>,Spark
1769,Running task 13.0 in stage 29.0 (TID 1333),E282,Running task <*> in stage <*> (TID <*>),Spark
1770,Found block rdd_42_14 locally,E275,Found block rdd_<*> locally,Spark
1771,Found block rdd_42_13 locally,E275,Found block rdd_<*> locally,Spark
1772,"Times: total = 42, boot = 18, init = 23, finish = 1",E287,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
1773,Running task 20.0 in stage 29.0 (TID 1340),E282,Running task <*> in stage <*> (TID <*>),Spark
1774,Got assigned task 1344,E276,Got assigned task <*>,Spark
1775,Found block rdd_42_21 locally,E275,Found block rdd_<*> locally,Spark
1776,Got assigned task 1346,E276,Got assigned task <*>,Spark
1777,Found block rdd_42_30 locally,E275,Found block rdd_<*> locally,Spark
1778,Finished task 29.0 in stage 29.0 (TID 1349). 2128 bytes result sent to driver,E274,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
1779,"SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]",E305,"SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]",Windows
1780,SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL],E304,SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL],Windows
1781,"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0xb6fd90",E291,"<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = <*>, phase = <*>, pdwDisposition = @<*>",Windows
1782,00000007@2016/9/27:20:30:31.462 CSI perf trace:,E289,<*> CSI perf trace:,Windows
1783,00000008 CSI Store 4991456 (0x00000000004c29e0) initialized,E290,<*> CSI Store <*> (<*>) initialized,Windows
1784,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1785,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1786,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1787,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1788,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1789,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1790,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1791,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1792,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1793,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1794,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E297,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1795,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1796,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1797,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1798,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1799,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1800,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],E299,Failed to internally open package. [HRESULT = <*> - CBS_E_INVALID_PACKAGE],Windows
1801,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E297,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1802,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1803,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1804,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1805,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E297,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1806,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E297,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1807,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E298,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1808,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1809,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E297,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
1810,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1811,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1812,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
1813,Warning: Unrecognized packageExtended attribute.,E306,Warning: Unrecognized packageExtended attribute.,Windows
